Age (bin),Age-Groups,Customer ID,Customer Profile,Purchase Class,Purchase Frequency (bin),Spending Score (bin),Age,Annual Income,Annual Income Rounded,Column Legend,High Value Count,Purchase Freq Rounded,Purchase Frequency,Row Legend,Spending Efficiency,Spending Score,Total_Value,Transaction Amount
40,30-49,5652,Impulsive,Regular,16,90,49,58086.3249,58086.32,,0,17,17,,0.001640662,95.3,2114.97,124.41
20,18-29,5654,Standard,Occasional,0,60,27,38065.042,38065.04,2,0,0,0,2,0.001712858,65.2,0,85.8
20,18-29,5654,Impulsive,Occasional,6,80,24,20857.8539,20857.85,,0,6,6,,0.004108764,85.7,635.4,105.9
30,30-49,5654,Standard,Occasional,8,0,34,52595.9442,52595.94,2,0,9,9,2,0.000134991,7.1,720.63,80.07
30,30-49,5655,Potential,Occasional,6,10,30,72646.0742,72646.07,,0,6,6,,0.000240894,17.5,757.02,126.17
10,18-29,5656,Standard,Fanatic,20,70,19,49569.2418,49569.24,2,0,20,20,2,0.001492861,74,2011,100.55
40,30-49,5656,Standard,Fanatic,26,30,43,46502.9715,46502.97,2,0,26,26,2,0.000842957,39.2,2758.86,106.11
40,30-49,5656,Standard,Occasional,2,50,49,76148.0345,76148.03,2,0,3,3,2,0.000681567,51.9,275.7,91.9
30,30-49,5657,Standard,Fanatic,24,20,33,20410.1306,20410.13,2,0,24,24,2,0.001024001,20.9,2072.64,86.36
40,30-49,5658,Standard,Fanatic,26,50,43,49066.7465,49066.75,2,0,27,27,2,0.001157607,56.8,1970.46,72.98
40,30-49,5658,Potential,Fanatic,20,20,49,73742.2537,73742.25,,0,20,20,,0.0002902,21.4,2243.8,112.19
40,30-49,5658,Standard,Fanatic,26,50,43,49066.7465,49066.75,2,0,27,27,2,0.001157607,56.8,1970.46,72.98
50,50-64,5658,Standard,Fanatic,26,0,52,47371.368,47371.37,2,0,27,27,2,9.50E-05,4.5,3488.94,129.22
30,30-49,5659,Standard,Regular,12,40,34,48583.4245,48583.42,2,0,13,13,2,0.000864492,42,1219.14,93.78
30,30-49,5661,Standard,Occasional,2,70,38,64522.1053,64522.11,2,0,2,2,2,0.001238335,79.9,222.42,111.21
40,30-49,5661,Impulsive,Regular,16,80,48,41739.9074,41739.91,,0,17,17,,0.001926214,80.4,2035.92,119.76
30,30-49,5662,Standard,Occasional,0,10,33,37325.7517,37325.75,2,0,0,0,2,0.00051439,19.2,0,94.68
50,50-64,5662,Standard,Fanatic,20,70,53,59033.6704,59033.67,2,0,21,21,2,0.001219643,72,1888.11,89.91
30,30-49,5663,Standard,Regular,12,30,37,59512.5056,59512.51,2,0,12,12,2,0.000532661,31.7,1362.36,113.53
40,30-49,5663,Standard,Regular,12,10,46,53395.6234,53395.62,2,0,13,13,2,0.000241593,12.9,1517.36,116.72
20,18-29,5666,Standard,Fanatic,20,50,28,17013.0403,17013.04,2,0,20,20,2,0.003115257,53,2107,105.35
40,30-49,5666,Standard,Occasional,8,30,42,51392.4028,51392.4,2,0,8,8,2,0.000758867,39,1006.32,125.79
30,30-49,5668,Standard,Fanatic,26,60,38,51942.3174,51942.32,2,0,27,27,2,0.001243687,64.6,3488.13,129.19
10,18-29,5669,Standard,Occasional,0,0,18,51856.4414,51856.44,2,0,1,1,2,0.00014463,7.5,84.73,84.73
30,30-49,5670,Standard,Occasional,6,60,35,55966.3872,55966.39,2,0,7,7,2,0.001138183,63.7,519.89,74.27
30,30-49,5670,Standard,Fanatic,24,50,32,11725.0847,11725.08,2,0,25,25,2,0.004400821,51.6,2896.5,115.86
50,50-64,5670,Standard,Occasional,0,10,56,57499.8544,57499.85,2,0,0,0,2,0.00028174,16.2,0,74.06
60,50-64,5670,Impulsive,Occasional,2,90,60,51953.8217,51953.82,,0,2,2,,0.001840096,95.6,237.16,118.58
60,50-64,5670,Impulsive,Occasional,2,90,60,51953.8217,51953.82,,0,2,2,,0.001840096,95.6,237.16,118.58
20,18-29,5673,Standard,Occasional,6,40,26,39101.7153,39101.72,2,0,7,7,2,0.001196878,46.8,688.52,98.36
30,30-49,5673,Standard,Regular,12,40,39,73369.2764,73369.28,2,0,13,13,2,0.000622877,45.7,1122.94,86.38
30,30-49,5673,Standard,Regular,12,30,33,46013.9137,46013.91,2,0,12,12,2,0.000838877,38.6,1207.2,100.6
20,18-29,5674,Standard,Occasional,2,30,25,41258.6729,41258.67,2,0,2,2,2,0.000964646,39.8,211.5,105.75
20,18-29,5675,Standard,Regular,12,20,27,40629.5586,40629.56,2,0,12,12,2,0.00068177,27.7,948.84,79.07
40,30-49,5675,Standard,Occasional,0,0,49,35044.2057,35044.21,2,0,1,1,2,0.000231137,8.1,104.43,104.43
40,30-49,5675,Impulsive,Regular,16,90,42,52480.3542,52480.35,,0,16,16,,0.001730171,90.8,1553.92,97.12
40,30-49,5675,Standard,Regular,18,50,40,52086.6698,52086.67,2,0,19,19,2,0.001004096,52.3,1984.93,104.47
50,50-64,5675,Impulsive,Occasional,2,80,54,50921.274,50921.27,,0,2,2,,0.001612293,82.1,241.32,120.66
30,30-49,5677,Standard,Fanatic,28,20,35,64779.658,64779.66,2,0,29,29,2,0.000412166,26.7,3667.34,126.46
30,30-49,5677,Potential,Regular,10,20,34,76749.0667,76749.07,,0,10,10,,0.000272316,20.9,863.6,86.36
50,50-64,5677,Standard,Regular,18,40,50,18600.7054,18600.71,2,0,18,18,2,0.00254829,47.4,1603.26,89.07
30,30-49,5678,Standard,Fanatic,28,30,35,47579.2716,47579.27,2,0,28,28,2,0.000786057,37.4,2338.84,83.53
30,30-49,5681,Standard,Fanatic,24,50,38,44958.1272,44958.13,2,0,25,25,2,0.001121043,50.4,2435,97.4
30,30-49,5683,Impulsive,Fanatic,20,90,39,67521.9871,67521.99,,0,21,21,,0.001353633,91.4,1756.44,83.64
30,30-49,5683,Standard,Fanatic,28,70,38,30632.007,30632.01,2,0,28,28,2,0.002471271,75.7,3223.92,115.14
20,18-29,5684,Impulsive,Regular,10,90,29,39640.1226,39640.12,,0,10,10,,0.002373857,94.1,912,91.2
30,30-49,5686,Impulsive,Fanatic,24,90,33,44432.2122,44432.21,,0,25,25,,0.002086324,92.7,2594.75,103.79
30,30-49,5687,Standard,Regular,16,40,30,39255.3127,39255.31,2,0,16,16,2,0.001220217,47.9,1382.4,86.4
40,30-49,5689,Standard,Fanatic,24,30,49,37019.1161,37019.12,2,0,25,25,2,0.000853613,31.6,2375.75,95.03
20,18-29,5690,Standard,Occasional,6,40,27,68562.5105,68562.51,2,0,6,6,2,0.000647584,44.4,656.1,109.35
30,30-49,5690,Standard,Regular,10,50,34,31095.2625,31095.26,2,0,10,10,2,0.001640121,51,978.3,97.83
30,30-49,5692,Standard,Occasional,6,40,32,31536.2389,31536.24,2,0,7,7,2,0.00149352,47.1,655.97,93.71
10,18-29,5694,Standard,Fanatic,22,60,19,35820.5872,35820.59,2,0,23,23,2,0.001884391,67.5,1619.89,70.43
30,30-49,5695,Standard,Fanatic,26,60,30,58590.9423,58590.94,2,0,26,26,2,0.001097439,64.3,3118.96,119.96
30,30-49,5697,Platinum,Fanatic,24,70,39,77443.0985,77443.1,,1,24,24,,0.000941336,72.9,2471.76,102.99
40,30-49,5698,Standard,Regular,16,10,47,31666.7346,31666.73,2,0,16,16,2,0.000337894,10.7,1326.88,82.93
40,30-49,5699,Standard,Fanatic,20,30,41,43314.0349,43314.03,2,0,21,21,2,0.000911945,39.5,2268,108
30,30-49,5700,Standard,Fanatic,22,30,30,39111.703,39111.7,2,0,22,22,2,0.000979247,38.3,2095.06,95.23
30,30-49,5701,Impulsive,Fanatic,24,80,37,50888.8711,50888.87,,0,25,25,,0.001703712,86.7,3212.75,128.51
30,30-49,5703,Standard,Regular,10,50,36,37423.7406,37423.74,2,0,10,10,2,0.001389492,52,1039.6,103.96
40,30-49,5703,Standard,Fanatic,22,0,46,53273.8968,53273.9,2,0,22,22,2,0.000110748,5.9,2329.58,105.89
30,30-49,5704,Standard,Fanatic,24,10,33,57472.9659,57472.97,2,0,25,25,2,0.00032189,18.5,2775.25,111.01
30,30-49,5709,Platinum,Regular,16,90,38,84014.2879,84014.29,,1,16,16,,0.00108672,91.3,1903.84,118.99
30,30-49,5710,Standard,Occasional,6,40,33,46707.6448,46707.64,2,0,6,6,2,0.000907774,42.4,584.28,97.38
30,30-49,5710,Standard,Regular,10,40,34,63637.8687,63637.87,2,0,11,11,2,0.000718126,45.7,950.18,86.38
30,30-49,5711,Standard,Occasional,0,10,35,56202.6582,56202.66,2,0,1,1,2,0.000304256,17.1,120.64,120.64
40,30-49,5711,Impulsive,Fanatic,24,90,49,58019.4936,58019.49,,0,24,24,,0.001613251,93.6,1921.92,80.08
20,18-29,5712,Impulsive,Fanatic,24,80,25,48674.4054,48674.41,,0,25,25,,0.001750407,85.2,2467.25,98.69
20,18-29,5712,Standard,Occasional,0,60,23,60828.3428,60828.34,2,0,1,1,2,0.001080089,65.7,104.86,104.86
20,18-29,5712,Standard,Occasional,0,60,23,60828.3428,60828.34,2,0,1,1,2,0.001080089,65.7,104.86,104.86
20,18-29,5713,Standard,Fanatic,22,70,28,38344.0445,38344.04,2,0,22,22,2,0.002068118,79.3,2914.78,132.49
30,30-49,5713,Impulsive,Fanatic,28,90,37,37043.4943,37043.49,,0,29,29,,0.002559154,94.8,2844.32,98.08
30,30-49,5713,Standard,Regular,10,30,30,62048.4815,62048.48,2,0,10,10,2,0.000565687,35.1,1163.4,116.34
40,30-49,5717,Standard,Occasional,4,60,43,32732.2359,32732.24,2,0,5,5,2,0.001967479,64.4,618.1,123.62
50,50-64,5717,Standard,Regular,12,60,55,55800.9043,55800.9,2,0,13,13,2,0.001118261,62.4,1462.76,112.52
30,30-49,5719,Standard,Occasional,0,30,33,62759.8779,62759.88,2,0,1,1,2,0.000568835,35.7,92.75,92.75
30,30-49,5719,Standard,Occasional,4,70,39,59210.8147,59210.81,2,0,4,4,2,0.001253149,74.2,416.84,104.21
60,50-64,5722,Standard,Occasional,0,60,60,35508.8305,35508.83,2,0,1,1,2,0.001692537,60.1,123.99,123.99
20,18-29,5725,Standard,Regular,16,40,29,64580.4902,64580.49,2,0,16,16,2,0.000624027,40.3,1570.88,98.18
30,30-49,5725,Standard,Fanatic,22,10,30,52698.5965,52698.6,2,0,23,23,2,0.000244788,12.9,2684.56,116.72
30,30-49,5725,Standard,Fanatic,28,60,34,49712.1877,49712.19,2,0,29,29,2,0.001390001,69.1,3293.24,113.56
40,30-49,5726,Impulsive,Fanatic,20,90,44,57058.6995,57058.7,,0,21,21,,0.001635158,93.3,1661.1,79.1
10,18-29,5727,Standard,Fanatic,22,30,19,56776.6863,56776.69,2,0,22,22,2,0.000575941,32.7,1744.38,79.29
30,30-49,5727,Standard,Regular,12,10,35,40114.037,40114.04,2,0,12,12,2,0.000329062,13.2,1194.12,99.51
40,30-49,5727,Standard,Fanatic,24,50,46,49895.9948,49895.99,2,0,24,24,2,0.001008097,50.3,2641.92,110.08
30,30-49,5728,Impulsive,Fanatic,26,90,34,44002.3003,44002.3,,0,27,27,,0.002215793,97.5,2749.14,101.82
30,30-49,5729,Platinum,Occasional,6,80,34,70273.2808,70273.28,,1,7,7,,0.001266484,89,645.82,92.26
30,30-49,5729,Platinum,Occasional,6,90,37,71678.0259,71678.03,,1,7,7,,0.001375596,98.6,695.87,99.41
40,30-49,5729,Standard,Fanatic,20,20,47,65806.6207,65806.62,2,0,21,21,2,0.000454362,29.9,1937.67,92.27
20,18-29,5732,Standard,Occasional,6,60,26,71434.393,71434.39,2,0,6,6,2,0.000883328,63.1,478.68,79.78
30,30-49,5732,Standard,Fanatic,22,40,34,52965.0384,52965.04,2,0,22,22,2,0.000881714,46.7,2102.76,95.58
50,50-64,5732,Standard,Regular,18,10,52,35331.3327,35331.33,2,0,19,19,2,0.000492481,17.4,1837.68,96.72
30,30-49,5733,Standard,Occasional,6,70,38,48517.8423,48517.84,2,0,6,6,2,0.001527273,74.1,597.96,99.66
30,30-49,5734,Standard,Occasional,4,60,34,51469.4307,51469.43,2,0,4,4,2,0.001268714,65.3,561.44,140.36
30,30-49,5735,Standard,Occasional,8,20,36,49284.6021,49284.6,2,0,9,9,2,0.000444358,21.9,1287.54,143.06
30,30-49,5735,Standard,Fanatic,26,40,36,73152.698,73152.7,2,0,26,26,2,0.000673933,49.3,2091.7,80.45
30,30-49,5735,Standard,Occasional,8,20,36,49284.6021,49284.6,2,0,9,9,2,0.000444358,21.9,1287.54,143.06
30,30-49,5735,Impulsive,Regular,10,80,35,50383.7714,50383.77,,0,11,11,,0.001675143,84.4,941.82,85.62
30,30-49,5736,Standard,Regular,16,70,38,51483.0343,51483.03,2,0,16,16,2,0.001548083,79.7,2000.64,125.04
30,30-49,5736,Impulsive,Fanatic,28,80,39,42615.569,42615.57,,0,29,29,,0.002081399,88.7,2950.17,101.73
20,18-29,5737,Standard,Occasional,4,60,29,59350.1413,59350.14,2,0,4,4,2,0.001164277,69.1,454.24,113.56
40,30-49,5737,Impulsive,Regular,18,80,40,61260.1309,61260.13,,0,18,18,,0.001421806,87.1,1615.68,89.76
40,30-49,5741,Impulsive,Fanatic,26,90,43,29405.4263,29405.43,,0,27,27,,0.003305512,97.2,2633.04,97.52
20,18-29,5744,Standard,Regular,18,20,29,30677.2678,30677.27,2,0,19,19,2,0.000896429,27.5,2074.42,109.18
30,30-49,5746,Impulsive,Regular,12,80,38,38814.7746,38814.77,,0,13,13,,0.002256873,87.6,1418.82,109.14
20,18-29,5747,Standard,Occasional,0,40,27,35224.0625,35224.06,2,0,1,1,2,0.001311603,46.2,82.34,82.34
40,30-49,5748,Standard,Fanatic,26,20,47,54020.742,54020.74,2,0,26,26,2,0.000540533,29.2,2255.24,86.74
30,30-49,5749,Impulsive,Occasional,0,80,35,31557.0763,31557.08,,0,0,0,,0.002696701,85.1,0,79
30,30-49,5749,Standard,Occasional,4,70,34,45376.2325,45376.23,2,0,5,5,2,0.001549269,70.3,531,106.2
30,30-49,5749,Standard,Occasional,4,70,34,45376.2325,45376.23,2,0,5,5,2,0.001549269,70.3,531,106.2
20,18-29,5752,Impulsive,Regular,18,90,23,10065.8957,10065.9,,0,19,19,,0.009646434,97.1,2009.63,105.77
30,30-49,5752,Standard,Regular,14,40,39,35199.8904,35199.89,2,0,14,14,2,0.001156254,40.7,1521.8,108.7
20,18-29,5753,Standard,Occasional,4,10,29,16568.2037,16568.2,2,0,5,5,2,0.000857063,14.2,479.3,95.86
30,30-49,5753,Standard,Occasional,0,50,32,56499.2539,56499.25,2,0,0,0,2,0.000892047,50.4,0,97.4
20,18-29,5756,Standard,Regular,10,50,27,68355.7341,68355.73,2,0,10,10,2,0.000735856,50.3,1100.8,110.08
20,18-29,5757,Standard,Occasional,4,70,28,23161.479,23161.48,2,0,5,5,2,0.003225183,74.7,453.5,90.7
20,18-29,5757,Standard,Occasional,6,40,25,56127.4225,56127.42,2,0,7,7,2,0.000851634,47.8,817.67,116.81
30,30-49,5757,Standard,Occasional,2,10,38,49732.9334,49732.93,2,0,2,2,2,0.000261396,13,186.86,93.43
40,30-49,5757,Standard,Fanatic,22,70,40,30620.8762,30620.88,2,0,22,22,2,0.002527687,77.4,2401.52,109.16
40,30-49,5758,Potential,Occasional,8,20,48,80789.815,80789.82,,0,8,8,,0.000309445,25,852.24,106.53
40,30-49,5758,Standard,Regular,12,30,40,30892.1303,30892.13,2,0,13,13,2,0.00128188,39.6,1366.69,105.13
20,18-29,5759,Standard,Fanatic,26,50,29,62481.468,62481.47,2,0,26,26,2,0.000907469,56.7,2417.48,92.98
30,30-49,5759,Standard,Fanatic,28,50,39,53218.4365,53218.44,2,0,28,28,2,0.000978984,52.1,2974.16,106.22
30,30-49,5760,Standard,Fanatic,22,20,33,34492.7781,34492.78,2,0,23,23,2,0.000646512,22.3,1636.45,71.15
30,30-49,5760,Impulsive,Regular,10,90,39,43649.41,43649.41,,0,10,10,,0.00219476,95.8,1130.3,113.03
40,30-49,5760,Impulsive,Fanatic,20,90,40,62622.0852,62622.09,,0,21,21,,0.001505859,94.3,2056.11,97.91
40,30-49,5761,Standard,Fanatic,22,30,42,53288.7962,53288.8,2,0,22,22,2,0.000707466,37.7,2794,127
40,30-49,5761,Standard,Occasional,6,20,44,37443.1564,37443.16,2,0,7,7,2,0.000766495,28.7,773.85,110.55
10,18-29,5763,Standard,Fanatic,24,40,18,35036.489,35036.49,2,0,25,25,2,0.001367146,47.9,2160,86.4
30,30-49,5763,Standard,Fanatic,22,30,35,65085.5704,65085.57,2,0,22,22,2,0.000553118,36,2206.38,100.29
30,30-49,5763,Standard,Occasional,8,30,33,59423.0562,59423.06,2,0,8,8,2,0.000642848,38.2,849.04,106.13
30,30-49,5765,Standard,Occasional,2,60,33,44927.3201,44927.32,2,0,2,2,2,0.001495749,67.2,210.02,105.01
30,30-49,5765,Standard,Occasional,8,0,33,51963.5282,51963.53,2,0,9,9,2,5.00E-05,2.6,794.97,88.33
20,18-29,5766,Impulsive,Fanatic,22,90,27,57116.2345,57116.23,,0,22,22,,0.001626508,92.9,2515.92,114.36
10,18-29,5769,Impulsive,Regular,14,80,19,51855.4354,51855.44,,0,14,14,,0.0016546,85.8,1394.96,99.64
30,30-49,5769,Standard,Regular,16,50,34,43564.7943,43564.79,2,0,16,16,2,0.001211988,52.8,1891.2,118.2
30,30-49,5773,Standard,Occasional,6,10,39,36046.9304,36046.93,2,0,6,6,2,0.000296835,10.7,497.58,82.93
20,18-29,5774,Platinum,Fanatic,22,90,26,74283.2651,74283.27,,1,23,23,,0.001326005,98.5,2536.67,110.29
20,18-29,5775,Impulsive,Fanatic,26,90,20,54675.7162,54675.72,,0,27,27,,0.001814334,99.2,2532.87,93.81
30,30-49,5776,Impulsive,Regular,16,80,30,25658.7123,25658.71,,0,16,16,,0.003238666,83.1,1554.4,97.15
20,18-29,5777,Standard,Regular,14,0,29,52696.8793,52696.88,2,0,14,14,2,0.000104371,5.5,1522.5,108.75
20,18-29,5777,Standard,Regular,18,50,21,81421.9668,81421.97,2,0,18,18,2,0.000653386,53.2,2193.48,121.86
40,30-49,5777,Standard,Regular,12,0,43,45763.2725,45763.27,2,0,13,13,2,0.000152961,7,1174.29,90.33
30,30-49,5778,Standard,Regular,12,50,34,58912.9262,58912.93,2,0,13,13,2,0.000935279,55.1,1198.47,92.19
20,18-29,5780,Standard,Fanatic,20,20,20,51551.7791,51551.78,2,0,21,21,2,0.00047719,24.6,2221.17,105.77
30,30-49,5780,Standard,Regular,10,70,35,64750.2984,64750.3,2,0,11,11,2,0.001099609,71.2,1136.41,103.31
30,30-49,5780,Standard,Fanatic,28,0,37,63367.6424,63367.64,2,0,29,29,2,4.73E-05,3,2967.57,102.33
30,30-49,5780,Standard,Occasional,0,20,38,47445.5408,47445.54,2,0,1,1,2,0.000545889,25.9,124.78,124.78
30,30-49,5780,Standard,Regular,14,50,34,36308.1939,36308.19,2,0,14,14,2,0.001382608,50.2,1504.16,107.44
40,30-49,5780,Impulsive,Fanatic,24,90,47,33837.4764,33837.48,,0,25,25,,0.002798672,94.7,3103.25,124.13
40,30-49,5781,Impulsive,Regular,14,80,40,57882.6308,57882.63,,0,14,14,,0.001461578,84.6,1779.82,127.13
20,18-29,5782,Standard,Fanatic,22,70,20,23298.0482,23298.05,2,0,23,23,2,0.003008836,70.1,2280.68,99.16
40,30-49,5782,Standard,Regular,12,50,46,56528.8574,56528.86,2,0,12,12,2,0.00090927,51.4,1581,131.75
20,18-29,5784,Potential,Fanatic,26,30,20,71171.9839,71171.98,,0,26,26,,0.000528298,37.6,1786.46,68.71
20,18-29,5784,Standard,Fanatic,26,20,24,64747.9456,64747.95,2,0,26,26,2,0.000324335,21,3290.56,126.56
30,30-49,5784,Standard,Fanatic,20,60,32,64969.0392,64969.04,2,0,21,21,2,0.000949683,61.7,2054.64,97.84
30,30-49,5784,Standard,Regular,14,20,33,57359.0649,57359.06,2,0,15,15,2,0.000498613,28.6,1639.65,109.31
40,30-49,5784,Standard,Occasional,4,60,42,58326.0979,58326.1,2,0,5,5,2,0.001071561,62.5,441.1,88.22
30,30-49,5786,Standard,Occasional,6,70,38,52874.437,52874.44,2,0,6,6,2,0.001486541,78.6,657.9,109.65
30,30-49,5788,Standard,Fanatic,24,50,38,46218.5368,46218.54,2,0,24,24,2,0.001090472,50.4,2337.6,97.4
30,30-49,5790,Standard,Occasional,4,50,37,34791.8335,34791.83,2,0,4,4,2,0.001615322,56.2,477.64,119.41
40,30-49,5790,Impulsive,Occasional,2,80,41,65347.2564,65347.26,,0,3,3,,0.001345122,87.9,345.09,115.03
30,30-49,5791,Standard,Regular,16,30,34,33348.4082,33348.41,2,0,16,16,2,0.000989552,33,1498.72,93.67
30,30-49,5791,Impulsive,Regular,16,80,34,50656.4716,50656.47,,0,16,16,,0.001595058,80.8,2032.48,127.03
30,30-49,5792,Impulsive,Occasional,4,90,34,47031.8825,47031.88,,0,5,5,,0.00209645,98.6,497.05,99.41
30,30-49,5793,Standard,Regular,14,50,34,59753.9936,59753.99,2,0,15,15,2,0.000933829,55.8,1006.35,67.09
30,30-49,5795,Standard,Fanatic,28,0,33,55300.9026,55300.9,2,0,28,28,2,0.000124772,6.9,2368.24,84.58
30,30-49,5795,Standard,Fanatic,28,20,31,65124.8585,65124.86,2,0,29,29,2,0.000362381,23.6,3055.73,105.37
30,30-49,5795,Standard,Regular,16,0,34,56966.8083,56966.81,2,0,17,17,2,2.98E-05,1.7,1851.64,108.92
30,30-49,5796,Standard,Fanatic,20,30,35,58550.3818,58550.38,2,0,21,21,2,0.000524335,30.7,2180.64,103.84
40,30-49,5796,Impulsive,Fanatic,20,80,47,40659.8547,40659.85,,0,21,21,,0.00219381,89.2,2901.36,138.16
40,30-49,5796,Standard,Occasional,6,60,41,25749.7039,25749.7,2,0,7,7,2,0.002652458,68.3,793.03,113.29
40,30-49,5797,Standard,Regular,18,50,40,50008.0124,50008.01,2,0,19,19,2,0.001135818,56.8,1386.62,72.98
20,18-29,5798,Standard,Regular,16,40,29,27263.904,27263.9,2,0,17,17,2,0.001522159,41.5,1542.07,90.71
30,30-49,5798,Standard,Fanatic,20,70,33,31261.0906,31261.09,2,0,20,20,2,0.002491916,77.9,1983.2,99.16
30,30-49,5798,Standard,Occasional,2,70,34,42056.8782,42056.88,2,0,3,3,2,0.001700079,71.5,279.63,93.21
30,30-49,5799,Potential,Occasional,6,10,30,73845.488,73845.49,,0,7,7,,0.000177397,13.1,725.9,103.7
40,30-49,5799,Standard,Occasional,2,40,44,64092.1748,64092.17,2,0,2,2,2,0.000748921,48,152.16,76.08
20,18-29,5803,Standard,Fanatic,26,20,29,43704.0744,43704.07,2,0,26,26,2,0.000590334,25.8,3026.66,116.41
30,30-49,5804,Standard,Regular,16,40,35,36025.1129,36025.11,2,0,16,16,2,0.001243577,44.8,2116.64,132.29
40,30-49,5804,Standard,Regular,16,40,40,50369.2729,50369.27,2,0,16,16,2,0.000945021,47.6,1612.16,100.76
30,30-49,5805,Standard,Regular,16,40,36,72267.7626,72267.76,2,0,17,17,2,0.000655894,47.4,1514.19,89.07
40,30-49,5806,Standard,Occasional,2,50,42,49745.4124,49745.41,2,0,2,2,2,0.001133773,56.4,179.54,89.77
40,30-49,5806,Impulsive,Regular,14,80,43,64721.4433,64721.44,,0,14,14,,0.001285509,83.2,1608.18,114.87
30,30-49,5808,Standard,Fanatic,26,60,33,57220.8368,57220.84,2,0,26,26,2,0.001118474,64,1887.6,72.6
30,30-49,5809,Standard,Regular,18,70,37,52799.6003,52799.6,2,0,18,18,2,0.00147539,77.9,1784.88,99.16
40,30-49,5810,Standard,Occasional,6,60,41,49613.5501,49613.55,2,0,7,7,2,0.001265783,62.8,760.55,108.65
50,50-64,5811,Standard,Fanatic,26,20,53,67308.8395,67308.84,2,0,26,26,2,0.000411536,27.7,2055.82,79.07
50,50-64,5811,Standard,Occasional,6,40,53,70079.7894,70079.79,2,0,7,7,2,0.000577913,40.5,960.33,137.19
20,18-29,5813,Standard,Fanatic,22,0,29,34071.231,34071.23,2,0,22,22,2,0.000196647,6.7,2886.4,131.2
50,50-64,5814,Standard,Fanatic,24,40,50,71233.5195,71233.52,2,0,25,25,2,0.000679455,48.4,2235.75,89.43
20,18-29,5815,Standard,Regular,10,0,26,58271.6256,58271.63,2,0,11,11,2,9.95E-05,5.8,958.32,87.12
20,18-29,5815,Standard,Regular,10,0,26,58271.6256,58271.63,2,0,11,11,2,9.95E-05,5.8,958.32,87.12
30,30-49,5815,Standard,Occasional,0,50,37,56717.2791,56717.28,2,0,1,1,2,0.000922118,52.3,104.47,104.47
40,30-49,5815,Standard,Fanatic,22,30,42,26162.9359,26162.94,2,0,23,23,2,0.00144097,37.7,2921,127
40,30-49,5817,Standard,Fanatic,24,20,42,16191.297,16191.3,2,0,24,24,2,0.001445221,23.4,2790.48,116.27
20,18-29,5818,Standard,Fanatic,26,10,21,53819.8007,53819.8,2,0,27,27,2,0.000230398,12.4,2778.3,102.9
30,30-49,5820,Standard,Regular,10,10,34,55060.7522,55060.75,2,0,10,10,2,0.000286956,15.8,640.4,64.04
30,30-49,5820,Standard,Occasional,6,50,34,60880.0786,60880.08,2,0,7,7,2,0.000942837,57.4,687.47,98.21
30,30-49,5821,Standard,Fanatic,24,30,37,51748.4724,51748.47,2,0,24,24,2,0.000602916,31.2,2328.72,97.03
20,18-29,5823,Standard,Fanatic,28,70,29,47301.8767,47301.88,2,0,29,29,2,0.001608816,76.1,2798.79,96.51
40,30-49,5825,Standard,Fanatic,24,0,40,37144.6962,37144.7,2,0,25,25,2,0.000244988,9.1,2551.75,102.07
40,30-49,5825,Impulsive,Occasional,0,80,40,49661.3085,49661.31,,0,0,0,,0.001804221,89.6,0,91.68
30,30-49,5827,Standard,Fanatic,20,50,31,51965.8844,51965.88,2,0,20,20,2,0.001127663,58.6,1998.8,99.94
50,50-64,5829,Potential,Regular,12,10,52,78106.7014,78106.7,,0,12,12,,0.000236855,18.5,1332.12,111.01
30,30-49,5830,Standard,Fanatic,28,40,39,68607.9049,68607.9,2,0,29,29,2,0.000601971,41.3,2645.67,91.23
30,30-49,5830,Standard,Occasional,0,0,31,33211.3874,33211.39,2,0,0,0,2,0.000114419,3.8,0,99.03
30,30-49,5831,Standard,Fanatic,22,70,33,64644.4955,64644.5,2,0,23,23,2,0.001135441,73.4,2515.97,109.39
20,18-29,5833,Impulsive,Occasional,4,90,25,51024.1811,51024.18,,0,5,5,,0.001789348,91.3,594.95,118.99
50,50-64,5833,Standard,Regular,10,50,50,41399.002,41399,2,0,10,10,2,0.00130921,54.2,1080.4,108.04
40,30-49,5835,Standard,Fanatic,26,40,41,45050.1947,45050.19,2,0,26,26,2,0.001105434,49.8,2733.38,105.13
40,30-49,5835,Standard,Fanatic,26,40,41,45050.1947,45050.19,2,0,26,26,2,0.001105434,49.8,2733.38,105.13
50,50-64,5837,Standard,Fanatic,22,20,53,20710.7377,20710.74,2,0,23,23,2,0.001076736,22.3,1636.45,71.15
50,50-64,5837,Standard,Occasional,0,30,53,47169.5954,47169.6,2,0,0,0,2,0.000674163,31.8,0,113.54
20,18-29,5838,Impulsive,Fanatic,26,90,25,37536.7953,37536.8,,0,26,26,,0.002416296,90.7,2616.12,100.62
20,18-29,5839,Impulsive,Fanatic,26,90,29,68879.8065,68879.81,,0,27,27,,0.001355985,93.4,2592,96
30,30-49,5839,Standard,Fanatic,24,20,32,43507.5835,43507.58,2,0,25,25,2,0.000650461,28.3,2486.5,99.46
20,18-29,5840,Impulsive,Fanatic,20,80,23,56998.4814,56998.48,,0,21,21,,0.001512321,86.2,2198.28,104.68
30,30-49,5841,Impulsive,Occasional,0,80,39,62787.7125,62787.71,,0,1,1,,0.00142066,89.2,138.16,138.16
